"task","code","cue","response","target","TSR_score","strict","lenient","condition"
2,40251,"adjust","detrabe","detrabe",100,"correct","correct","A2_B2"
2,40251,"anguish","drodged","drodged",100,"correct","correct","A2_B2"
2,40251,"apple","clartle","clartle",100,"correct","correct","trial"
2,40251,"banner","flanish","flanish",100,"correct","correct","A2_B1"
2,40251,"bloom","dradden","dradden",100,"correct","correct","A1_B2"
2,40251,"boost","slarved","slarves",86,"wrong","correct","A1_B1"
2,40251,"breeding","trunned","trunned",100,"correct","correct","A1_B2"
2,40251,"broker","pheties","pheties",100,"correct","correct","A1_B1"
2,40251,"click","grature","grature",100,"correct","correct","A2_B2"
2,40251,"compound","cridded","cridded",100,"correct","correct","A2_B2"
2,40251,"confined","brudied","brudied",100,"correct","correct","A1_B1"
2,40251,"cosmic","flatial","flatial",100,"correct","correct","A1_B2"
2,40251,"currency","nithter","nithter",100,"correct","correct","A2_B1"
2,40251,"delayed","blosper","blosper",100,"correct","correct","A1_B2"
2,40251,"demand","drereby","drereby",100,"correct","correct","A2_B1"
2,40251,"depend","pluared","pluared",100,"correct","correct","A1_B1"
2,40251,"dive","slooper","slooper",100,"correct","correct","A2_B1"
2,40251,"donation","thraped","thraped",100,"correct","correct","A2_B2"
2,40251,"editing","pruffed","pruffed",100,"correct","correct","A2_B1"
2,40251,"gallery","glorned","glorned",100,"correct","correct","A1_B2"
2,40251,"gifted","castopp","castopp",100,"correct","correct","A1_B1"
2,40251,"grape","dramens","dramens",100,"correct","correct","trial"
2,40251,"harass","tossens","tossens",100,"correct","correct","A2_B1"
2,40251,"heroic","chryne","chyrene",77,"wrong","wrong","A2_B1"
2,40251,"laser","stereas","stereas",100,"correct","correct","A2_B2"
2,40251,"liberty","ottress","ottress",100,"correct","correct","A1_B2"
2,40251,"madness","lonbust","lonbust",100,"correct","correct","A2_B2"
2,40251,"modesty","drusier","drusier",100,"correct","correct","A1_B1"
2,40251,"mole","addedded","addeded",93,"wrong","correct","A2_B2"
2,40251,"mutant","tremish","tremish",100,"correct","correct","A1_B2"
2,40251,"olive","trapely","trapely",100,"correct","correct","A1_B1"
2,40251,"orange","scrones","scrones",100,"correct","correct","trial"
2,40251,"orphan","treeple","treeple",100,"correct","correct","A1_B2"
2,40251,"pageant","blerved","blerved",100,"correct","correct","A2_B2"
2,40251,"pigeon","slouder","slouder",100,"correct","correct","A1_B1"
2,40251,"poised","archirin","achirin",93,"wrong","correct","A1_B2"
2,40251,"proposal","drandal","drandal",100,"correct","correct","A1_B1"
2,40251,"publicity","plished","plished",100,"correct","correct","A2_B1"
2,40251,"publish","clitten","clitten",100,"correct","correct","A2_B1"
2,40251,"sacred","blonged","blonged",100,"correct","correct","A2_B2"
2,40251,"sewer","bensked","bensked",100,"correct","correct","A2_B1"
2,40251,"surgical","fastade","fastade",100,"correct","correct","A1_B2"
2,40251,"vessel","reordom","reordom",100,"correct","correct","A1_B1"
2,40253,"adjust","thraped","thraped",100,"correct","correct","A2_B2"
2,40253,"anguish","dradden","dradden",100,"correct","correct","A2_B2"
2,40253,"apple","dramens","dramens",100,"correct","correct","trial"
2,40253,"banner","cridded","cridded",100,"correct","correct","A2_B1"
2,40253,"bloom","achirin","achirin",100,"correct","correct","A1_B2"
2,40253,"boost","glorned","glorned",100,"correct","correct","A1_B1"
2,40253,"breeding","detrabe","detrabe",100,"correct","correct","A1_B2"
2,40253,"broker","nither","nithter",92,"wrong","correct","A1_B1"
2,40253,"click","castopp","castopp",100,"correct","correct","A2_B2"
2,40253,"compound","flanish","flanish",100,"correct","correct","A2_B2"
2,40253,"confined","slarves","slarves",100,"correct","correct","A1_B1"
2,40253,"cosmic","stereas","stereas",100,"correct","correct","A1_B2"
2,40253,"currency","drusier","drusier",100,"correct","correct","A2_B1"
2,40253,"delayed","slouder","slouder",100,"correct","correct","A1_B2"
2,40253,"demand","blonged","blonged",100,"correct","correct","A2_B1"
2,40253,"depend","drereby","drereby",100,"correct","correct","A1_B1"
2,40253,"dive","lonbust","lonbust",100,"correct","correct","A2_B1"
2,40253,"donation","brudied","brudied",100,"correct","correct","A2_B2"
2,40253,"editing","flatial","flatial",100,"correct","correct","A2_B1"
2,40253,"gallery","trunned","trunned",100,"correct","correct","A1_B2"
2,40253,"gifted","bensked","bensked",100,"correct","correct","A1_B1"
2,40253,"grape","cartle","clartle",92,"wrong","correct","trial"
2,40253,"harass","droged","drodged",92,"wrong","correct","A2_B1"
2,40253,"heroic","blosper","blosper",100,"correct","correct","A2_B1"
2,40253,"laser","pruffed","pruffed",100,"correct","correct","A2_B2"
2,40253,"liberty","fastade","fastade",100,"correct","correct","A1_B2"
2,40253,"madness","treeple","treeple",100,"correct","correct","A2_B2"
2,40253,"modesty","tossens","tossens",100,"correct","correct","A1_B1"
2,40253,"mole","grature","grature",100,"correct","correct","A2_B2"
2,40253,"mutant","tremish","tremish",100,"correct","correct","A1_B2"
2,40253,"olive","pheties","pheties",100,"correct","correct","A1_B1"
2,40253,"orange","scrones","scrones",100,"correct","correct","trial"
2,40253,"orphan","addeded","addeded",100,"correct","correct","A1_B2"
2,40253,"pageant","trapely","trapely",100,"correct","correct","A2_B2"
2,40253,"pigeon","slooper","slooper",100,"correct","correct","A1_B1"
2,40253,"poised","bleverd","blerved",86,"wrong","correct","A1_B2"
2,40253,"proposal","plished","plished",100,"correct","correct","A1_B1"
2,40253,"publicity","pluared","pluared",100,"correct","correct","A2_B1"
2,40253,"publish","clitten","clitten",100,"correct","correct","A2_B1"
2,40253,"sacred","ottress","ottress",100,"correct","correct","A2_B2"
2,40253,"sewer","chyrene","chyrene",100,"correct","correct","A2_B1"
2,40253,"surgical","drandal","drandal",100,"correct","correct","A1_B2"
2,40253,"vessel","reordorm","reordom",93,"wrong","correct","A1_B1"
2,40266,"adjust","trunned","trunned",100,"correct","correct","A2_B2"
2,40266,"anguish","achirin","achirin",100,"correct","correct","A2_B2"
2,40266,"apple","scrones","scrones",100,"correct","correct","trial"
2,40266,"banner","pluared","pluared",100,"correct","correct","A2_B1"
2,40266,"bloom","drodged","drodged",100,"correct","correct","A1_B2"
2,40266,"boost","detrabe","detrabe",100,"correct","correct","A1_B1"
2,40266,"breeding","pruffed","pruffed",100,"correct","correct","A1_B2"
2,40266,"broker","pheties","pheties",100,"correct","correct","A1_B1"
2,40266,"click","bensked","bensked",100,"correct","correct","A2_B2"
2,40266,"compound","ottress","ottress",100,"correct","correct","A2_B2"
2,40266,"confined","flatial","flatial",100,"correct","correct","A1_B1"
2,40266,"cosmic","stereas","stereas",100,"correct","correct","A1_B2"
2,40266,"currency","dradden","dradden",100,"correct","correct","A2_B1"
2,40266,"delayed","slooper","slooper",100,"correct","correct","A1_B2"
2,40266,"demand","flanish","flanish",100,"correct","correct","A2_B1"
2,40266,"depend","fastade","fastade",100,"correct","correct","A1_B1"
2,40266,"dive","treeple","treeple",100,"correct","correct","A2_B1"
2,40266,"donation","glorned","glorned",100,"correct","correct","A2_B2"
2,40266,"editing","clitten'","clitten",100,"correct","correct","A2_B1"
2,40266,"gallery","brudied","brudied",100,"correct","correct","A1_B2"
2,40266,"gifted","blosper","blosper",100,"correct","correct","A1_B1"
2,40266,"grape","dramens","dramens",100,"correct","correct","trial"
2,40266,"harass","drusier","drusier",100,"correct","correct","A2_B1"
2,40266,"heroic","addeded","addeded",100,"correct","correct","A2_B1"
2,40266,"laser","thraped","thraped",100,"correct","correct","A2_B2"
2,40266,"liberty","drereby","drereby",100,"correct","correct","A1_B2"
2,40266,"madness","chyrene","chyrene",100,"correct","correct","A2_B2"
2,40266,"modesty","tossens","tossens",100,"correct","correct","A1_B1"
2,40266,"mole","castopp","castopp",100,"correct","correct","A2_B2"
2,40266,"mutant","nithter","nithter",100,"correct","correct","A1_B2"
2,40266,"olive","blerved","blerved",100,"correct","correct","A1_B1"
2,40266,"orange","clartle","clartle",100,"correct","correct","trial"
2,40266,"orphan","lonbust","lonbust",100,"correct","correct","A1_B2"
2,40266,"pageant","tremish","tremish",100,"correct","correct","A2_B2"
2,40266,"pigeon","slouder","slouder",100,"correct","correct","A1_B1"
2,40266,"poised","trapely","trapely",100,"correct","correct","A1_B2"
2,40266,"proposal","deandal","drandal",86,"wrong","correct","A1_B1"
2,40266,"publicity","plished","plished",100,"correct","correct","A2_B1"
2,40266,"publish","slarves","slarves",100,"correct","correct","A2_B1"
2,40266,"sacred","blonged","blonged",100,"correct","correct","A2_B2"
2,40266,"sewer","grature","grature",100,"correct","correct","A2_B1"
2,40266,"surgical","cridded","cridded",100,"correct","correct","A1_B2"
2,40266,"vessel","reordom","reordom",100,"correct","correct","A1_B1"
2,40269,"adjust","flatial","flatial",100,"correct","correct","A2_B2"
2,40269,"anguish","tremish","tremish",100,"correct","correct","A2_B2"
2,40269,"apple","clartle","clartle",100,"correct","correct","trial"
2,40269,"banner","blonged","blonged",100,"correct","correct","A2_B1"
2,40269,"bloom","dradden","dradden",100,"correct","correct","A1_B2"
2,40269,"boost","pruffed","pruffed",100,"correct","correct","A1_B1"
2,40269,"breeding","thraped","thraped",100,"correct","correct","A1_B2"
2,40269,"broker","blerved","blerved",100,"correct","correct","A1_B1"
2,40269,"click","lonbust","lonbust",100,"correct","correct","A2_B2"
2,40269,"compound","flanish","flanish",100,"correct","correct","A2_B2"
2,40269,"confined","stereas","stereas",100,"correct","correct","A1_B1"
2,40269,"cosmic","clitten","clitten",100,"correct","correct","A1_B2"
2,40269,"currency","drodged","drodged",100,"correct","correct","A2_B1"
2,40269,"delayed","slooper","slooper",100,"correct","correct","A1_B2"
2,40269,"demand","pluared","pluared",100,"correct","correct","A2_B1"
2,40269,"depend","ottress","ottress",100,"correct","correct","A1_B1"
2,40269,"dive","bensked","bensked",100,"correct","correct","A2_B1"
2,40269,"donation","detrabe","detrabe",100,"correct","correct","A2_B2"
2,40269,"editing","glorned","glorned",100,"correct","correct","A2_B1"
2,40269,"gallery","slarves","slarves",100,"correct","correct","A1_B2"
2,40269,"gifted","blosper","blosper",100,"correct","correct","A1_B1"
2,40269,"grape","dramens","dramens",100,"correct","correct","trial"
2,40269,"harass","tossens","tossens",100,"correct","correct","A2_B1"
2,40269,"heroic","grature","grature",100,"correct","correct","A2_B1"
2,40269,"laser","trunned","trunned",100,"correct","correct","A2_B2"
2,40269,"liberty","plished","plished",100,"correct","correct","A1_B2"
2,40269,"madness","slouder","slouder",100,"correct","correct","A2_B2"
2,40269,"modesty","trapely","trapely",100,"correct","correct","A1_B1"
2,40269,"mole","addeded","addeded",100,"correct","correct","A2_B2"
2,40269,"mutant","drusier","drusier",100,"correct","correct","A1_B2"
2,40269,"olive","nithter","nithter",100,"correct","correct","A1_B1"
2,40269,"orange","scrones","scrones",100,"correct","correct","trial"
2,40269,"orphan","chyrene","chyrene",100,"correct","correct","A1_B2"
2,40269,"pageant","pheties","pheties",100,"correct","correct","A2_B2"
2,40269,"pigeon","castopp","castopp",100,"correct","correct","A1_B1"
2,40269,"poised","achirin","achirin",100,"correct","correct","A1_B2"
2,40269,"proposal","reordom","reordom",100,"correct","correct","A1_B1"
2,40269,"publicity","cridded","cridded",100,"correct","correct","A2_B1"
2,40269,"publish","brudied","brudied",100,"correct","correct","A2_B1"
2,40269,"sacred","fastade","fastade",100,"correct","correct","A2_B2"
2,40269,"sewer","treeple","treeple",100,"correct","correct","A2_B1"
2,40269,"surgical","drandal","drandal",100,"correct","correct","A1_B2"
2,40269,"vessel","drereby","drereby",100,"correct","correct","A1_B1"
2,40272,"adjust","glorned","glorned",100,"correct","correct","A2_B2"
2,40272,"anguish","tossens","tossens",100,"correct","correct","A2_B2"
2,40272,"apple","clartle","clartle",100,"correct","correct","trial"
2,40272,"banner","flanish","flanish",100,"correct","correct","A2_B1"
2,40272,"bloom","dradden","dradden",100,"correct","correct","A1_B2"
2,40272,"boost","detrabe","detrabe",100,"correct","correct","A1_B1"
2,40272,"breeding","clitten","clitten",100,"correct","correct","A1_B2"
2,40272,"broker","drodged","drodged",100,"correct","correct","A1_B1"
2,40272,"click","castopp","castopp",100,"correct","correct","A2_B2"
2,40272,"compound","blonged","blonged",100,"correct","correct","A2_B2"
2,40272,"confined","brudied","brudied",100,"correct","correct","A1_B1"
2,40272,"cosmic","thraped","thraped",100,"correct","correct","A1_B2"
2,40272,"currency","tremish","tremish",100,"correct","correct","A2_B1"
2,40272,"delayed","lonbust","lonbust",100,"correct","correct","A1_B2"
2,40272,"demand","fatstade'","fastade",93,"wrong","correct","A2_B1"
2,40272,"depend","cridded","cridded",100,"correct","correct","A1_B1"
2,40272,"dive","slooper","slooper",100,"correct","correct","A2_B1"
2,40272,"donation","flatial","flatial",100,"correct","correct","A2_B2"
2,40272,"editing","slarves","slarves",100,"correct","correct","A2_B1"
2,40272,"gallery","pruffed","pruffed",100,"correct","correct","A1_B2"
2,40272,"gifted","sloder","slouder",92,"wrong","correct","A1_B1"
2,40272,"grape","dramens","dramens",100,"correct","correct","trial"
2,40272,"harass","trapely","trapely",100,"correct","correct","A2_B1"
2,40272,"heroic","blosper","blosper",100,"correct","correct","A2_B1"
2,40272,"laser","stetres","stereas",86,"wrong","correct","A2_B2"
2,40272,"liberty","drandal","drandal",100,"correct","correct","A1_B2"
2,40272,"madness","bensked","bensked",100,"correct","correct","A2_B2"
2,40272,"modesty","blerved","blerved",100,"correct","correct","A1_B1"
2,40272,"mole","grature","grature",100,"correct","correct","A2_B2"
2,40272,"mutant","pheties","pheties",100,"correct","correct","A1_B2"
2,40272,"olive","achirin","achirin",100,"correct","correct","A1_B1"
2,40272,"orange","scrones","scrones",100,"correct","correct","trial"
2,40272,"orphan","treeple","treeple",100,"correct","correct","A1_B2"
2,40272,"pageant","drusier","drusier",100,"correct","correct","A2_B2"
2,40272,"pigeon","chyrene","chyrene",100,"correct","correct","A1_B1"
2,40272,"poised","nithter","nithter",100,"correct","correct","A1_B2"
2,40272,"proposal","pluared'","pluared",100,"correct","correct","A1_B1"
2,40272,"publicity","drereby","drereby",100,"correct","correct","A2_B1"
2,40272,"publish","trunned","trunned",100,"correct","correct","A2_B1"
2,40272,"sacred","plished","plished",100,"correct","correct","A2_B2"
2,40272,"sewer","added","addeded",83,"wrong","wrong","A2_B1"
2,40272,"surgical","ottress","ottress",100,"correct","correct","A1_B2"
2,40272,"vessel","reordom","reordom",100,"correct","correct","A1_B1"
2,40274,"adjust","CLITTEN","clitten",100,"correct","correct","A2_B2"
2,40274,"anguish","dradden","dradden",100,"correct","correct","A2_B2"
2,40274,"apple","scrones","scrones",100,"correct","correct","trial"
2,40274,"banner","reordom","reordom",100,"correct","correct","A2_B1"
2,40274,"bloom","TRAPELY","trapely",100,"correct","correct","A1_B2"
2,40274,"boost","IDK","brudied",40,"wrong","wrong","A1_B1"
2,40274,"breeding","FLARVES","slarves",86,"wrong","correct","A1_B2"
2,40274,"broker","nither","nithter",92,"wrong","correct","A1_B1"
2,40274,"click","blosper","blosper",100,"correct","correct","A2_B2"
2,40274,"compound","drereby","drereby",100,"correct","correct","A2_B2"
2,40274,"confined","FLATIAL","flatial",100,"correct","correct","A1_B1"
2,40274,"cosmic","IDK","pruffed",20,"wrong","wrong","A1_B2"
2,40274,"currency","tremish","tremish",100,"correct","correct","A2_B1"
2,40274,"delayed","IDK","lonbust",0,"wrong","wrong","A1_B2"
2,40274,"demand","cridded","cridded",100,"correct","correct","A2_B1"
2,40274,"depend","plished","plished",100,"correct","correct","A1_B1"
2,40274,"dive","grature","grature",100,"correct","correct","A2_B1"
2,40274,"donation","DETRABE","detrabe",100,"correct","correct","A2_B2"
2,40274,"editing","IDK","stereas",0,"wrong","wrong","A2_B1"
2,40274,"gallery","IDK","thraped",20,"wrong","wrong","A1_B2"
2,40274,"gifted","slsper","slouder",62,"wrong","wrong","A1_B1"
2,40274,"grape","clartle ","clartle",100,"correct","correct","trial"
2,40274,"harass","achirin","achirin",100,"correct","correct","A2_B1"
2,40274,"heroic","cheyrene","chyrene",93,"wrong","correct","A2_B1"
2,40274,"laser","FLACIAL","glorned",14,"wrong","wrong","A2_B2"
2,40274,"liberty","drandal","drandal",100,"correct","correct","A1_B2"
2,40274,"madness","blossper","slooper",67,"wrong","wrong","A2_B2"
2,40274,"modesty","tossens","tossens",100,"correct","correct","A1_B1"
2,40274,"mole","casstop","castopp",86,"wrong","correct","A2_B2"
2,40274,"mutant","IDK","blerved",20,"wrong","wrong","A1_B2"
2,40274,"olive","drodged","drodged",100,"correct","correct","A1_B1"
2,40274,"orange","dramens","dramens",100,"correct","correct","trial"
2,40274,"orphan","addeded","addeded",100,"correct","correct","A1_B2"
2,40274,"pageant","pheties","pheties",100,"correct","correct","A2_B2"
2,40274,"pigeon","treeple","treeple",100,"correct","correct","A1_B1"
2,40274,"poised","IDK","drusier",20,"wrong","wrong","A1_B2"
2,40274,"proposal","IDK","blonged",20,"wrong","wrong","A1_B1"
2,40274,"publicity","cridded","ottress",29,"wrong","wrong","A2_B1"
2,40274,"publish","IDK","trunned",20,"wrong","wrong","A2_B1"
2,40274,"sacred","IDK","flanish",20,"wrong","wrong","A2_B2"
2,40274,"sewer","bensked","bensked",100,"correct","correct","A2_B1"
2,40274,"surgical","pluaral","pluared",71,"wrong","wrong","A1_B2"
2,40274,"vessel","fastade","fastade",100,"correct","correct","A1_B1"
1,40287,"adjust","spacious","guiding",13,"wrong","wrong","A2_B2"
1,40287,"anguish","striped","striped",100,"correct","correct","A2_B2"
1,40287,"apple","tree","tree",100,"correct","correct","trial"
1,40287,"banner","creak","vitamin",17,"wrong","wrong","A2_B1"
1,40287,"bloom","flyer","flyer",100,"correct","correct","A1_B2"
1,40287,"boost","IDK","divine",22,"wrong","wrong","A1_B1"
1,40287,"breeding","compound","portray",27,"wrong","wrong","A1_B2"
1,40287,"broker","annual","annual",100,"correct","correct","A1_B1"
1,40287,"click","litter","wizard",33,"wrong","wrong","A2_B2"
1,40287,"compound","breed","breed",100,"correct","correct","A2_B2"
1,40287,"confined","IDK","oyster",0,"wrong","wrong","A1_B1"
1,40287,"cosmic","divine","spacious",14,"wrong","wrong","A1_B2"
1,40287,"currency","east","east",100,"correct","correct","A2_B1"
1,40287,"delayed","IDK","ominous",20,"wrong","wrong","A1_B2"
1,40287,"demand","crack","crack",100,"correct","correct","A2_B1"
1,40287,"depend","IDK","natives",20,"wrong","wrong","A1_B1"
1,40287,"dive","IDK","compute",0,"wrong","wrong","A2_B1"
1,40287,"donation","IDK","nuisance",18,"wrong","wrong","A2_B2"
1,40287,"editing","frozen","frozen",100,"correct","correct","A2_B1"
1,40287,"gallery","IDK","hunter",0,"wrong","wrong","A1_B2"
1,40287,"gifted","litter","litter",100,"correct","correct","A1_B1"
1,40287,"grape","fruit'","fruit",100,"correct","correct","trial"
1,40287,"harass","nurse","nurse",100,"correct","correct","A2_B1"
1,40287,"heroic","writer","folklore",29,"wrong","wrong","A2_B1"
1,40287,"laser","IDK","donation",18,"wrong","wrong","A2_B2"
1,40287,"liberty","IDK","regard",22,"wrong","wrong","A1_B2"
1,40287,"madness","writer","writer",100,"correct","correct","A2_B2"
1,40287,"modesty","IDK","giggle",22,"wrong","wrong","A1_B1"
1,40287,"mole","IDK","educate",20,"wrong","wrong","A2_B2"
1,40287,"mutant","fatal","fatal",100,"correct","correct","A1_B2"
1,40287,"olive","habitat","habitat",100,"correct","correct","A1_B1"
1,40287,"orange","flower","flower",100,"correct","correct","trial"
1,40287,"orphan","madness","mischief",27,"wrong","wrong","A1_B2"
1,40287,"pageant","IDK","knob",29,"wrong","wrong","A2_B2"
1,40287,"pigeon","IDK","mature",0,"wrong","wrong","A1_B1"
1,40287,"poised","flyer","banking",0,"wrong","wrong","A1_B2"
1,40287,"proposal","IDK","venom",0,"wrong","wrong","A1_B1"
1,40287,"publicity","IDK","wasp",0,"wrong","wrong","A2_B1"
1,40287,"publish","prolong","prolong",100,"correct","correct","A2_B1"
1,40287,"sacred","hairdo","hairdo",100,"correct","correct","A2_B2"
1,40287,"sewer","frontier","frontier",100,"correct","correct","A2_B1"
1,40287,"surgical","IDK","upon",0,"wrong","wrong","A1_B2"
1,40287,"vessel","poison","chemist",31,"wrong","wrong","A1_B1"
2,40288,"adjust","trunned","trunned",100,"correct","correct","A2_B2"
2,40288,"anguish","bleverd","blerved",86,"wrong","correct","A2_B2"
2,40288,"apple","clartle","clartle",100,"correct","correct","trial"
2,40288,"banner","fastade","fastade",100,"correct","correct","A2_B1"
2,40288,"bloom","nither","nithter",92,"wrong","correct","A1_B2"
2,40288,"boost","detrabe","detrabe",100,"correct","correct","A1_B1"
2,40288,"breeding","thraped","thraped",100,"correct","correct","A1_B2"
2,40288,"broker","tremish","tremish",100,"correct","correct","A1_B1"
2,40288,"click","cheryne","chyrene",71,"wrong","wrong","A2_B2"
2,40288,"compound","drastade","drandal",53,"wrong","wrong","A2_B2"
2,40288,"confined","stereas","stereas",100,"correct","correct","A1_B1"
2,40288,"cosmic","flatial","flatial",100,"correct","correct","A1_B2"
2,40288,"currency","droged","drodged",92,"wrong","correct","A2_B1"
2,40288,"delayed","blosper","blosper",100,"correct","correct","A1_B2"
2,40288,"demand","blonged","blonged",100,"correct","correct","A2_B1"
2,40288,"depend","pluared","pluared",100,"correct","correct","A1_B1"
2,40288,"dive","treeple","treeple",100,"correct","correct","A2_B1"
2,40288,"donation","idk","clitten",20,"wrong","wrong","A2_B2"
2,40288,"editing","pruffed","pruffed",100,"correct","correct","A2_B1"
2,40288,"gallery","brudied","brudied",100,"correct","correct","A1_B2"
2,40288,"gifted","sloper","slooper",92,"wrong","correct","A1_B1"
2,40288,"grape","dramens","dramens",100,"correct","correct","trial"
2,40288,"harass","trapely","trapely",100,"correct","correct","A2_B1"
2,40288,"heroic","bensked","bensked",100,"correct","correct","A2_B1"
2,40288,"laser","slarves","slarves",100,"correct","correct","A2_B2"
2,40288,"liberty","plished","plished",100,"correct","correct","A1_B2"
2,40288,"madness","grature","grature",100,"correct","correct","A2_B2"
2,40288,"modesty","dradden","dradden",100,"correct","correct","A1_B1"
2,40288,"mole","sloder","slouder",92,"wrong","correct","A2_B2"
2,40288,"mutant","achirin","achirin",100,"correct","correct","A1_B2"
2,40288,"olive","tossens","tossens",100,"correct","correct","A1_B1"
2,40288,"orange","scrones","scrones",100,"correct","correct","trial"
2,40288,"orphan","lonbust","lonbust",100,"correct","correct","A1_B2"
2,40288,"pageant","drusier","drusier",100,"correct","correct","A2_B2"
2,40288,"pigeon","casstop","castopp",86,"wrong","correct","A1_B1"
2,40288,"poised","pheties","pheties",100,"correct","correct","A1_B2"
2,40288,"proposal","reordom","reordom",100,"correct","correct","A1_B1"
2,40288,"publicity","osstress","ottress",80,"wrong","wrong","A2_B1"
2,40288,"publish","glorned","glorned",100,"correct","correct","A2_B1"
2,40288,"sacred","flanish","flanish",100,"correct","correct","A2_B2"
2,40288,"sewer","addeded","addeded",100,"correct","correct","A2_B1"
2,40288,"surgical","cridde","cridded",92,"wrong","correct","A1_B2"
2,40288,"vessel","drereby","drereby",100,"correct","correct","A1_B1"
2,40292,"adjust","trunned","trunned",100,"correct","correct","A2_B2"
2,40292,"anguish","trapely","trapely",100,"correct","correct","A2_B2"
2,40292,"apple","scrones","scrones",100,"correct","correct","trial"
2,40292,"banner","reordem","reordom",86,"wrong","correct","A2_B1"
2,40292,"bloom","drusier","drusier",100,"correct","correct","A1_B2"
2,40292,"boost","slarves","slarves",100,"correct","correct","A1_B1"
2,40292,"breeding","glorned","glorned",100,"correct","correct","A1_B2"
2,40292,"broker","pheties","pheties",100,"correct","correct","A1_B1"
2,40292,"click","blosper","blosper",100,"correct","correct","A2_B2"
2,40292,"compound","pluared","pluared",100,"correct","correct","A2_B2"
2,40292,"confined","brudied","brudied",100,"correct","correct","A1_B1"
2,40292,"cosmic","detrabe","detrabe",100,"correct","correct","A1_B2"
2,40292,"currency","drodged","drodged",100,"correct","correct","A2_B1"
2,40292,"delayed","castopp","castopp",100,"correct","correct","A1_B2"
2,40292,"demand","cridded","cridded",100,"correct","correct","A2_B1"
2,40292,"depend","drereby","drereby",100,"correct","correct","A1_B1"
2,40292,"dive","treeple","treeple",100,"correct","correct","A2_B1"
2,40292,"donation","stereas","stereas",100,"correct","correct","A2_B2"
2,40292,"editing","thraped","thraped",100,"correct","correct","A2_B1"
2,40292,"gallery","pruffed","pruffed",100,"correct","correct","A1_B2"
2,40292,"gifted","slooper","slooper",100,"correct","correct","A1_B1"
2,40292,"grape","clartle","clartle",100,"correct","correct","trial"
2,40292,"harass","dradden","dradden",100,"correct","correct","A2_B1"
2,40292,"heroic","slouder","slouder",100,"correct","correct","A2_B1"
2,40292,"laser","flatial","flatial",100,"correct","correct","A2_B2"
2,40292,"liberty","drandal","drandal",100,"correct","correct","A1_B2"
2,40292,"madness","addedded","addeded",93,"wrong","correct","A2_B2"
2,40292,"modesty","tremish","tremish",100,"correct","correct","A1_B1"
2,40292,"mole","chyrene","chyrene",100,"correct","correct","A2_B2"
2,40292,"mutant","blerved","blerved",100,"correct","correct","A1_B2"
2,40292,"olive","tossens","tossens",100,"correct","correct","A1_B1"
2,40292,"orange","dramens","dramens",100,"correct","correct","trial"
2,40292,"orphan","grature","grature",100,"correct","correct","A1_B2"
2,40292,"pageant","nithter","nithter",100,"correct","correct","A2_B2"
2,40292,"pigeon","bensked","bensked",100,"correct","correct","A1_B1"
2,40292,"poised","achirin","achirin",100,"correct","correct","A1_B2"
2,40292,"proposal","blonged","blonged",100,"correct","correct","A1_B1"
2,40292,"publicity","ottress","ottress",100,"correct","correct","A2_B1"
2,40292,"publish","clitten","clitten",100,"correct","correct","A2_B1"
2,40292,"sacred","flanish","flanish",100,"correct","correct","A2_B2"
2,40292,"sewer","lonbust","lonbust",100,"correct","correct","A2_B1"
2,40292,"surgical","fastafe","fastade",86,"wrong","correct","A1_B2"
2,40292,"vessel","plished","plished",100,"correct","correct","A1_B1"
2,40294,"adjust","glorned ","glorned",100,"correct","correct","A2_B2"
2,40294,"anguish","blerved","blerved",100,"correct","correct","A2_B2"
2,40294,"apple","scrones","scrones",100,"correct","correct","trial"
2,40294,"banner","ottress ","ottress",100,"correct","correct","A2_B1"
2,40294,"bloom","trapely","trapely",100,"correct","correct","A1_B2"
2,40294,"boost","brudied","brudied",100,"correct","correct","A1_B1"
2,40294,"breeding","flatial ","flatial",100,"correct","correct","A1_B2"
2,40294,"broker","tossens","tossens",100,"correct","correct","A1_B1"
2,40294,"click","addeded","addeded",100,"correct","correct","A2_B2"
2,40294,"compound","drereby","drereby",100,"correct","correct","A2_B2"
2,40294,"confined","pruffed","pruffed",100,"correct","correct","A1_B1"
2,40294,"cosmic","thraped","thraped",100,"correct","correct","A1_B2"
2,40294,"currency","achirin","achirin",100,"correct","correct","A2_B1"
2,40294,"delayed","treeple","treeple",100,"correct","correct","A1_B2"
2,40294,"demand","drandal","drandal",100,"correct","correct","A2_B1"
2,40294,"depend","reordem","reordom",86,"wrong","correct","A1_B1"
2,40294,"dive","chyrene","chyrene",100,"correct","correct","A2_B1"
2,40294,"donation","trunned ","trunned",100,"correct","correct","A2_B2"
2,40294,"editing","slarves","slarves",100,"correct","correct","A2_B1"
2,40294,"gallery","clitten ","clitten",100,"correct","correct","A1_B2"
2,40294,"gifted","bensked ","bensked",100,"correct","correct","A1_B1"
2,40294,"grape","dramens","dramens",100,"correct","correct","trial"
2,40294,"harass","pheties","pheties",100,"correct","correct","A2_B1"
2,40294,"heroic","blosper","blosper",100,"correct","correct","A2_B1"
2,40294,"laser","stereas","stereas",100,"correct","correct","A2_B2"
2,40294,"liberty","pluared","pluared",100,"correct","correct","A1_B2"
2,40294,"madness","castopp ","castopp",100,"correct","correct","A2_B2"
2,40294,"modesty","tremish","tremish",100,"correct","correct","A1_B1"
